WKT,ID,CODIGO,NOMOFICIAL,ALT_IZQINI,ALT_IZQFIN,ALT_DERINI,ALT_DERFIN,NOMANTER,TIPO_C,LONG,OBSERVA,NOM_MAPA,SENTIDO,COD_SENT,RED_JERARQ,RED_TP,FFCC,TIPO_FFCC,METROBUS
"LINESTRING (-58.433080856419 -34.6627195715471,-58.4328490516344 -34.6626433156955,-58.4318067876585 -34.6620705752028)",25485,19057,"RABANAL, FRANCISCO, INTENDENTE AV.",2602,2700,0,0,CAMINO AL PUENTE ALSINA O DE LA TABLADA-ROCA AV. T,AVENIDA,137.60,,AV.INTENDENTE FRANCISCO RABANAL,DECRECIENTE,-1,VÍA DISTRIBUIDORA COMPLEMENTARIA,SI,,,Metrobus Sur - Ramal Coronel Roca
"LINESTRING (-58.4348683056238 -34.6623435032486,-58.4350435161261 -34.6624233340906,-58.4361351784881 -34.662927252919)",25508,19057,"RABANAL, FRANCISCO, INTENDENTE AV.",0,0,2801,2899,CAMINO AL PUENTE ALSINA O DE LA TABLADA-ROCA AV. T,AVENIDA,132.96,,AV.INTENDENTE FRANCISCO RABANAL,CRECIENTE,1,VÍA DISTRIBUIDORA COMPLEMENTARIA,SI,,,Metrobus Sur - Ramal Coronel Roca
"LINESTRING (-58.4342855425518 -34.6634353007893,-58.433080856419 -34.6627195715471)",25555,19057,"RABANAL, FRANCISCO, INTENDENTE AV.",2702,2800,0,0,CAMINO AL PUENTE ALSINA O DE LA TABLADA-ROCA AV. T,AVENIDA,136.00,,AV.INTENDENTE FRANCISCO RABANAL,DECRECIENTE,-1,VÍA DISTRIBUIDORA COMPLEMENTARIA,SI,,,Metrobus Sur - Ramal Coronel Roca
"LINESTRING (-58.4361351784881 -34.662927252919,-58.4376700048268 -34.6636357664655)",25582,19057,"RABANAL, FRANCISCO, INTENDENTE AV.",0,0,2901,2999,CAMINO AL PUENTE ALSINA O DE LA TABLADA-ROCA AV. T,AVENIDA,161.15,,AV.INTENDENTE FRANCISCO RABANAL,CRECIENTE,1,VÍA DISTRIBUIDORA COMPLEMENTARIA,SI,,,Metrobus Sur - Ramal Coronel Roca
"LINESTRING (-58.4351554527049 -34.6638876256958,-58.4342855425518 -34.6634353007893)",25605,19057,"RABANAL, FRANCISCO, INTENDENTE AV.",2802,2900,0,0,CAMINO AL PUENTE ALSINA O DE LA TABLADA-ROCA AV. T,AVENIDA,94.21,,AV.INTENDENTE FRANCISCO RABANAL,DECRECIENTE,-1,VÍA DISTRIBUIDORA COMPLEMENTARIA,SI,,,Metrobus Sur - Ramal Coronel Roca
"LINESTRING (-58.4376700048268 -34.6636357664655,-58.4382519844028 -34.6639044131607)",25608,19057,"RABANAL, FRANCISCO, INTENDENTE AV.",0,0,3001,3049,CAMINO AL PUENTE ALSINA O DE LA TABLADA-ROCA AV. T,AVENIDA,61.10,,AV.INTENDENTE FRANCISCO RABANAL,CRECIENTE,1,VÍA DISTRIBUIDORA COMPLEMENTARIA,SI,,,Metrobus Sur - Ramal Coronel Roca
"LINESTRING (-58.4352664953393 -34.6639384267926,-58.4351554527049 -34.6638876256958)",25609,19057,"RABANAL, FRANCISCO, INTENDENTE AV.",0,0,0,0,CAMINO AL PUENTE ALSINA O DE LA TABLADA-ROCA AV. T,AVENIDA,11.63,,AV.INTENDENTE FRANCISCO RABANAL,DECRECIENTE,-1,VÍA DISTRIBUIDORA COMPLEMENTARIA,SI,,,Metrobus Sur - Ramal Coronel Roca
"LINESTRING (-58.4382519844028 -34.6639044131607,-58.438502572511 -34.6641932035748)",25638,19057,"RABANAL, FRANCISCO, INTENDENTE AV.",0,0,3051,3099,CAMINO AL PUENTE ALSINA O DE LA TABLADA-ROCA AV. T,AVENIDA,39.42,,AV.INTENDENTE FRANCISCO RABANAL,CRECIENTE,1,VÍA DISTRIBUIDORA COMPLEMENTARIA,SI,,,Metrobus Sur - Ramal Coronel Roca
"LINESTRING (-58.4365738009623 -34.6645073212834,-58.4363589547618 -34.6644147372771,-58.4352664953393 -34.6639384267926)",25670,19057,"RABANAL, FRANCISCO, INTENDENTE AV.",2902,3000,0,0,CAMINO AL PUENTE ALSINA O DE LA TABLADA-ROCA AV. T,AVENIDA,135.43,,AV.INTENDENTE FRANCISCO RABANAL,DECRECIENTE,-1,VÍA DISTRIBUIDORA COMPLEMENTARIA,SI,,,Metrobus Sur - Ramal Coronel Roca
"LINESTRING (-58.438502572511 -34.6641932035748,-58.4386818450057 -34.6643999349028,-58.4391550873214 -34.6649231402977,-58.4393216660795 -34.6651189524141)",25736,19057,"RABANAL, FRANCISCO, INTENDENTE AV.",0,0,3101,3199,CAMINO AL PUENTE ALSINA O DE LA TABLADA-ROCA AV. T,AVENIDA,127.22,,AV.INTENDENTE FRANCISCO RABANAL,CRECIENTE,1,VÍA DISTRIBUIDORA COMPLEMENTARIA,SI,,,Metrobus Sur - Ramal Coronel Roca
"LINESTRING (-58.4388406644721 -34.6654905596302,-58.4378076631349 -34.6650391434571,-58.4365738009623 -34.6645073212834)",25782,19057,"RABANAL, FRANCISCO, INTENDENTE AV.",3002,3200,0,0,CAMINO AL PUENTE ALSINA O DE LA TABLADA-ROCA AV. T,AVENIDA,234.67,,AV.INTENDENTE FRANCISCO RABANAL,DECRECIENTE,-1,VÍA DISTRIBUIDORA COMPLEMENTARIA,SI,,,Metrobus Sur - Ramal Coronel Roca
"LINESTRING (-58.4399324285029 -34.6661655052764,-58.4398006880947 -34.6660406884426,-58.4396637446513 -34.6659305187711,-58.4394738716155 -34.6658155500077,-58.4392254489839 -34.6656770479127,-58.4388406644721 -34.6654905596302)",25853,19057,"RABANAL, FRANCISCO, INTENDENTE AV.",3202,3300,0,0,CAMINO AL PUENTE ALSINA O DE LA TABLADA-ROCA AV. T,AVENIDA,125.82,,AV.INTENDENTE FRANCISCO RABANAL,DECRECIENTE,-1,VÍA DISTRIBUIDORA COMPLEMENTARIA,SI,,,Metrobus Sur - Ramal Coronel Roca
"LINESTRING (-58.440024373144 -34.6662570037968,-58.4399324285029 -34.6661655052764)",25868,19057,"ROCA, CNEL. AV.",0,0,0,0,CAMINO AL PUENTE ALSINA O DE LA TABLADA,AVENIDA,13.19,,AV.CNEL. ROCA,DECRECIENTE,-1,VÍA DISTRIBUIDORA PRINCIPAL,SI,,,Metrobus Sur - Ramal Coronel Roca
"LINESTRING (-58.4401551847395 -34.666037233288,-58.4403568812834 -34.6662480508558,-58.4409470887006 -34.6667731015562)",25898,19057,"RABANAL, FRANCISCO, INTENDENTE AV.",0,0,3301,3399,CAMINO AL PUENTE ALSINA O DE LA TABLADA,AVENIDA,109.30,,AV.INTENDENTE FRANCISCO RABANAL,CRECIENTE,1,VÍA DISTRIBUIDORA COMPLEMENTARIA,SI,,,Metrobus Sur - Ramal Coronel Roca
"LINESTRING (-58.4411230540727 -34.667287442652,-58.4408641673585 -34.6670452772729,-58.440202127701 -34.6664338021406,-58.440024373144 -34.6662570037968)",25942,19057,"ROCA, CNEL. AV.",3302,3450,0,0,CAMINO AL PUENTE ALSINA O DE LA TABLADA,AVENIDA,152.35,,AV.CNEL. ROCA,DECRECIENTE,-1,VÍA DISTRIBUIDORA PRINCIPAL,SI,,,Metrobus Sur - Ramal Coronel Roca
"LINESTRING (-58.4423641519328 -34.6684946606295,-58.4414366515752 -34.667580815604,-58.4411230540727 -34.667287442652)",26032,19057,"ROCA, CNEL. AV.",3452,3670,0,0,CAMINO AL PUENTE ALSINA O DE LA TABLADA,AVENIDA,175.72,,AV.CNEL. ROCA,DECRECIENTE,-1,VÍA DISTRIBUIDORA PRINCIPAL,SI,,,Metrobus Sur - Ramal Coronel Roca
"LINESTRING (-58.442998060905 -34.6692502076709,-58.4425337730011 -34.6687153263508,-58.4423641519328 -34.6684946606295)",26085,19057,"ROCA, CNEL. AV.",3672,3700,0,0,CAMINO AL PUENTE ALSINA O DE LA TABLADA,AVENIDA,102.02,,AV.CNEL. ROCA,DECRECIENTE,-1,VÍA DISTRIBUIDORA PRINCIPAL,SI,,,Metrobus Sur - Ramal Coronel Roca
"LINESTRING (-58.4435090920134 -34.6691288535108,-58.4446968439862 -34.670580224393)",26180,19057,"ROCA, CNEL. AV.",0,0,3701,3799,CAMINO AL PUENTE ALSINA O DE LA TABLADA,AVENIDA,194.36,,AV.CNEL. ROCA,CRECIENTE,1,VÍA DISTRIBUIDORA PRINCIPAL,SI,,,Metrobus Sur - Ramal Coronel Roca
"LINESTRING (-58.4442847386534 -34.6708196058569,-58.443896318133 -34.670347914233,-58.4430646139226 -34.6693295163203,-58.442998060905 -34.6692502076709)",26200,19057,"ROCA, CNEL. AV.",3702,3800,0,0,CAMINO AL PUENTE ALSINA O DE LA TABLADA,AVENIDA,210.28,,AV.CNEL. ROCA,DECRECIENTE,-1,VÍA DISTRIBUIDORA PRINCIPAL,SI,,,Metrobus Sur - Ramal Coronel Roca
"LINESTRING (-58.4458702629925 -34.6724049469075,-58.4459233249308 -34.6724893937701,-58.4464502943895 -34.6733578683286,-58.4471737909215 -34.6745319370396)",28835,19057,"ROCA, CNEL. AV.",0,0,3941,4099,CAMINO AL PUENTE ALSINA O DE LA TABLADA,AVENIDA,264.48,,AV.CNEL. ROCA,CRECIENTE,1,VÍA DISTRIBUIDORA PRINCIPAL,SI,,,Metrobus Sur - Ramal Coronel Roca
"LINESTRING (-58.446899640219 -34.6745550010085,-58.4460520679825 -34.6732064725862,-58.4455787025441 -34.6725418728689)",28837,19057,"ROCA, CNEL. AV.",3942,4100,0,0,CAMINO AL PUENTE ALSINA O DE LA TABLADA,AVENIDA,254.11,,AV.CNEL. ROCA,DECRECIENTE,-1,VÍA DISTRIBUIDORA PRINCIPAL,SI,,,Metrobus Sur - Ramal Coronel Roca
"LINESTRING (-58.4471737909215 -34.6745319370396,-58.4476229875673 -34.6752334905673,-58.448210497082 -34.6762156295115,-58.4482969977644 -34.6763556433767)",26544,19057,"ROCA, CNEL. AV.",0,0,4101,4299,CAMINO AL PUENTE ALSINA O DE LA TABLADA,AVENIDA,227.01,,AV.CNEL. ROCA,CRECIENTE,1,VÍA DISTRIBUIDORA PRINCIPAL,SI,,,Metrobus Sur - Ramal Coronel Roca
"LINESTRING (-58.4480541154329 -34.6764432223309,-58.4475010289181 -34.6755508780283,-58.446899640219 -34.6745550010085)",26550,19057,"ROCA, CNEL. AV.",4102,4300,0,0,CAMINO AL PUENTE ALSINA O DE LA TABLADA,AVENIDA,234.68,,AV.CNEL. ROCA,DECRECIENTE,-1,VÍA DISTRIBUIDORA PRINCIPAL,SI,,,Metrobus Sur - Ramal Coronel Roca
"LINESTRING (-58.4495800896794 -34.6793930944558,-58.4494871765568 -34.6792348658904,-58.449166738247 -34.6786254490709,-58.4490301655352 -34.6781328156499,-58.4487191130306 -34.6775175533764,-58.4480923802491 -34.6765049890781,-58.4480541154329 -34.6764432223309)",28824,19057,"ROCA, CNEL. AV.",4322,4500,0,0,CAMINO AL PUENTE ALSINA O DE LA TABLADA,AVENIDA,357.11,,AV.CNEL. ROCA,DECRECIENTE,-1,VÍA DISTRIBUIDORA PRINCIPAL,SI,,,Metrobus Sur - Ramal Coronel Roca
"LINESTRING (-58.4503188617981 -34.6804284340257,-58.4499972700404 -34.6800450110053)",26797,19057,"ROCA, CNEL. AV.",0,0,0,0,CAMINO AL PUENTE ALSINA O DE LA TABLADA,AVENIDA,51.75,,AV.CNEL. ROCA,DECRECIENTE,-1,VÍA DISTRIBUIDORA PRINCIPAL,SI,,,Metrobus Sur - Ramal Coronel Roca
"LINESTRING (-58.4511418633511 -34.6805377939914,-58.4513732815699 -34.6807532630306,-58.4517311217581 -34.681079360266)",28959,19057,"ROCA, CNEL. AV.",0,0,4601,4699,CAMINO AL PUENTE ALSINA O DE LA TABLADA,AVENIDA,80.78,,AV.CNEL. ROCA,CRECIENTE,1,VÍA DISTRIBUIDORA PRINCIPAL,SI,,,Metrobus Sur - Ramal Coronel Roca
"LINESTRING (-58.4517311217581 -34.681079360266,-58.4517915575807 -34.6811349304604)",26843,19057,"ROCA, CNEL. AV.",0,0,0,0,CAMINO AL PUENTE ALSINA O DE LA TABLADA,AVENIDA,8.29,,AV.CNEL. ROCA,CRECIENTE,1,VÍA DISTRIBUIDORA PRINCIPAL,SI,,,Metrobus Sur - Ramal Coronel Roca
"LINESTRING (-58.4517915575807 -34.6811349304604,-58.4521717339756 -34.6814846909417)",26866,19057,"ROCA, CNEL. AV.",0,0,4701,4799,CAMINO AL PUENTE ALSINA O DE LA TABLADA,AVENIDA,52.15,,AV.CNEL. ROCA,CRECIENTE,1,VÍA DISTRIBUIDORA PRINCIPAL,SI,,,Metrobus Sur - Ramal Coronel Roca
"LINESTRING (-58.4521717339756 -34.6814846909417,-58.4526579552715 -34.681931926216)",26889,19057,"ROCA, CNEL. AV.",0,0,4881,4899,CAMINO AL PUENTE ALSINA O DE LA TABLADA,AVENIDA,66.69,,AV.CNEL. ROCA,CRECIENTE,1,VÍA DISTRIBUIDORA PRINCIPAL,SI,,,Metrobus Sur - Ramal Coronel Roca
"LINESTRING (-58.4554233956762 -34.6844758474459,-58.4562264397264 -34.6851847128686)",27043,19057,"ROCA, CNEL. AV.",0,0,5201,5349,CAMINO AL PUENTE ALSINA O DE LA TABLADA,AVENIDA,107.70,,AV.CNEL. ROCA,CRECIENTE,1,VÍA DISTRIBUIDORA PRINCIPAL,SI,,,Metrobus Sur - Ramal Coronel Roca
"LINESTRING (-58.4558558336226 -34.6851942703198,-58.4550745342741 -34.6844670230874)",27045,19057,"ROCA, CNEL. AV.",5202,5350,0,0,CAMINO AL PUENTE ALSINA O DE LA TABLADA,AVENIDA,107.86,,AV.CNEL. ROCA,DECRECIENTE,-1,VÍA DISTRIBUIDORA PRINCIPAL,SI,,,Metrobus Sur - Ramal Coronel Roca
"LINESTRING (-58.4562264397264 -34.6851847128686,-58.4563127140534 -34.6852388736689)",27047,19057,"ROCA, CNEL. AV.",0,0,0,0,CAMINO AL PUENTE ALSINA O DE LA TABLADA,AVENIDA,9.93,,AV.CNEL. ROCA,CRECIENTE,1,VÍA DISTRIBUIDORA PRINCIPAL,SI,,,Metrobus Sur - Ramal Coronel Roca
"LINESTRING (-58.4564989455902 -34.6859319987179,-58.4558558336226 -34.6851942703198)",27081,19057,"ROCA, CNEL. AV.",5352,5450,0,0,CAMINO AL PUENTE ALSINA O DE LA TABLADA,AVENIDA,100.85,,AV.CNEL. ROCA,DECRECIENTE,-1,VÍA DISTRIBUIDORA PRINCIPAL,SI,,,Metrobus Sur - Ramal Coronel Roca
"LINESTRING (-58.4569123265243 -34.6856769480711,-58.4570002648295 -34.6857444130079,-58.4575076795063 -34.6862090244032)",28718,19057,"ROCA, CNEL. AV.",0,0,5451,5499,CAMINO AL PUENTE ALSINA O DE LA TABLADA,AVENIDA,153.83,,AV.CNEL. ROCA,CRECIENTE,1,VÍA DISTRIBUIDORA PRINCIPAL,SI,,,Metrobus Sur - Ramal Coronel Roca
"LINESTRING (-58.4575076795063 -34.6862090244032,-58.4577743472086 -34.6864545343643)",27110,19057,"ROCA, CNEL. AV.",0,0,0,0,CAMINO AL PUENTE ALSINA O DE LA TABLADA,AVENIDA,36.59,,AV.CNEL. ROCA,CRECIENTE,1,VÍA DISTRIBUIDORA PRINCIPAL,SI,,,Metrobus Sur - Ramal Coronel Roca
"LINESTRING (-58.4577743472086 -34.6864545343643,-58.4582881638948 -34.6869368191972,-58.4583832200739 -34.6870450646426)",27141,19057,"ROCA, CNEL. AV.",0,0,5501,5599,CAMINO AL PUENTE ALSINA O DE LA TABLADA,AVENIDA,86.10,,AV.CNEL. ROCA,CRECIENTE,1,VÍA DISTRIBUIDORA PRINCIPAL,SI,,,Metrobus Sur - Ramal Coronel Roca
"LINESTRING (-58.4579933232998 -34.6873102678522,-58.4571650926305 -34.686605286508,-58.4564989455902 -34.6859319987179)",27150,19057,"ROCA, CNEL. AV.",5452,5600,0,0,CAMINO AL PUENTE ALSINA O DE LA TABLADA,AVENIDA,205.44,,AV.CNEL. ROCA,DECRECIENTE,-1,VÍA DISTRIBUIDORA PRINCIPAL,SI,,,Metrobus Sur - Ramal Coronel Roca
"LINESTRING (-58.4583832200739 -34.6870450646426,-58.4584972025629 -34.6871748604798,-58.458618515805 -34.6873404319603,-58.4587769149427 -34.6875426955357,-58.4590065045501 -34.6877622854351,-58.4594619368477 -34.6881804069726)",27189,19057,"ROCA, CNEL. AV.",0,0,5601,5699,CAMINO AL PUENTE ALSINA O DE LA TABLADA,AVENIDA,160.56,,AV.CNEL. ROCA,CRECIENTE,1,VÍA DISTRIBUIDORA PRINCIPAL,SI,,,Metrobus Sur - Ramal Coronel Roca
"LINESTRING (-58.4592041110802 -34.6882775852679,-58.4585566024134 -34.687668606756,-58.4579933232998 -34.6873102678522)",27196,19057,"ROCA, CNEL. AV.",5602,5700,0,0,CAMINO AL PUENTE ALSINA O DE LA TABLADA,AVENIDA,155.06,,AV.CNEL. ROCA,DECRECIENTE,-1,VÍA DISTRIBUIDORA PRINCIPAL,SI,,,Metrobus Sur - Ramal Coronel Roca
"LINESTRING (-58.4594619368477 -34.6881804069726,-58.4600780821379 -34.6887461394886)",27218,19057,"ROCA, CNEL. AV.",0,0,5701,5799,CAMINO AL PUENTE ALSINA O DE LA TABLADA,AVENIDA,84.42,,AV.CNEL. ROCA,CRECIENTE,1,VÍA DISTRIBUIDORA PRINCIPAL,SI,,,Metrobus Sur - Ramal Coronel Roca
"LINESTRING (-58.460023763063 -34.689027201323,-58.4592041110802 -34.6882775852679)",27233,19057,"ROCA, CNEL. AV.",5702,5800,0,0,CAMINO AL PUENTE ALSINA O DE LA TABLADA,AVENIDA,112.06,,AV.CNEL. ROCA,DECRECIENTE,-1,VÍA DISTRIBUIDORA PRINCIPAL,SI,,,Metrobus Sur - Ramal Coronel Roca
"LINESTRING (-58.4600780821379 -34.6887461394886,-58.4606414612877 -34.6892633456814)",27240,19057,"ROCA, CNEL. AV.",0,0,5801,5829,CAMINO AL PUENTE ALSINA O DE LA TABLADA,AVENIDA,77.18,,AV.CNEL. ROCA,CRECIENTE,1,VÍA DISTRIBUIDORA PRINCIPAL,SI,,,Metrobus Sur - Ramal Coronel Roca
"LINESTRING (-58.4606414612877 -34.6892633456814,-58.4610020173905 -34.6895943449871)",27256,19057,"ROCA, CNEL. AV.",0,0,5831,5849,CAMINO AL PUENTE ALSINA O DE LA TABLADA,AVENIDA,49.39,,AV.CNEL. ROCA,CRECIENTE,1,VÍA DISTRIBUIDORA PRINCIPAL,SI,,,Metrobus Sur - Ramal Coronel Roca
"LINESTRING (-58.4607831521814 -34.689721739118,-58.460023763063 -34.689027201323)",27261,19057,"ROCA, CNEL. AV.",5802,5850,0,0,CAMINO AL PUENTE ALSINA O DE LA TABLADA,AVENIDA,103.82,,AV.CNEL. ROCA,DECRECIENTE,-1,VÍA DISTRIBUIDORA PRINCIPAL,SI,,,Metrobus Sur - Ramal Coronel Roca
"LINESTRING (-58.4615937098343 -34.69046303424,-58.4607831521814 -34.689721739118)",27282,19057,"ROCA, CNEL. AV.",5852,5900,0,0,CAMINO AL PUENTE ALSINA O DE LA TABLADA,AVENIDA,110.81,,AV.CNEL. ROCA,DECRECIENTE,-1,VÍA DISTRIBUIDORA PRINCIPAL,SI,,,Metrobus Sur - Ramal Coronel Roca
"LINESTRING (-58.4610020173905 -34.6895943449871,-58.4620372360376 -34.6905447295188)",27285,19057,"ROCA, CNEL. AV.",0,0,5851,5899,CAMINO AL PUENTE ALSINA O DE LA TABLADA,AVENIDA,141.82,,AV.CNEL. ROCA,CRECIENTE,1,VÍA DISTRIBUIDORA PRINCIPAL,SI,,,Metrobus Sur - Ramal Coronel Roca
"LINESTRING (-58.4623132229277 -34.6911248147249,-58.4615937098343 -34.69046303424)",27299,19057,"ROCA, CNEL. AV.",5902,6000,0,0,CAMINO AL PUENTE ALSINA O DE LA TABLADA,AVENIDA,98.67,,AV.CNEL. ROCA,DECRECIENTE,-1,VÍA DISTRIBUIDORA PRINCIPAL,SI,,,Metrobus Sur - Ramal Coronel Roca
"LINESTRING (-58.4620372360376 -34.6905447295188,-58.4626919545612 -34.6911458017447)",27300,19057,"ROCA, CNEL. AV.",0,0,5901,5999,CAMINO AL PUENTE ALSINA O DE LA TABLADA,AVENIDA,89.70,,AV.CNEL. ROCA,CRECIENTE,1,VÍA DISTRIBUIDORA PRINCIPAL,SI,,,Metrobus Sur - Ramal Coronel Roca
"LINESTRING (-58.4626919545612 -34.6911458017447,-58.4633960497142 -34.6917921528666)",27314,19057,"ROCA, CNEL. AV.",0,0,6001,6099,CAMINO AL PUENTE ALSINA O DE LA TABLADA,AVENIDA,96.46,,AV.CNEL. ROCA,CRECIENTE,1,VÍA DISTRIBUIDORA PRINCIPAL,SI,,,Metrobus Sur - Ramal Coronel Roca
"LINESTRING (-58.4632078769976 -34.6919477207958,-58.4623132229277 -34.6911248147249)",27322,19057,"ROCA, CNEL. AV.",6002,6100,0,0,CAMINO AL PUENTE ALSINA O DE LA TABLADA,AVENIDA,122.69,,AV.CNEL. ROCA,DECRECIENTE,-1,VÍA DISTRIBUIDORA PRINCIPAL,SI,,,Metrobus Sur - Ramal Coronel Roca
"LINESTRING (-58.4633960497142 -34.6917921528666,-58.4640142948694 -34.6923596961646)",27331,19057,"ROCA, CNEL. AV.",0,0,6101,6199,CAMINO AL PUENTE ALSINA O DE LA TABLADA,AVENIDA,84.69,,AV.CNEL. ROCA,CRECIENTE,1,VÍA DISTRIBUIDORA PRINCIPAL,SI,,,Metrobus Sur - Ramal Coronel Roca
"LINESTRING (-58.4638063407959 -34.6924981521426,-58.4632078769976 -34.6919477207958)",27333,19057,"ROCA, CNEL. AV.",6102,6200,0,0,CAMINO AL PUENTE ALSINA O DE LA TABLADA,AVENIDA,82.07,,AV.CNEL. ROCA,DECRECIENTE,-1,VÍA DISTRIBUIDORA PRINCIPAL,SI,,,Metrobus Sur - Ramal Coronel Roca
"LINESTRING (-58.4640142948694 -34.6923596961646,-58.4647668413223 -34.6930505467753)",27346,19057,"ROCA, CNEL. AV.",0,0,6201,6299,CAMINO AL PUENTE ALSINA O DE LA TABLADA,AVENIDA,103.09,,AV.CNEL. ROCA,CRECIENTE,1,VÍA DISTRIBUIDORA PRINCIPAL,SI,,,Metrobus Sur - Ramal Coronel Roca
"LINESTRING (-58.4645315166251 -34.6931652010705,-58.4638063407959 -34.6924981521426)",27348,19057,"ROCA, CNEL. AV.",6202,6300,0,0,CAMINO AL PUENTE ALSINA O DE LA TABLADA,AVENIDA,99.45,,AV.CNEL. ROCA,DECRECIENTE,-1,VÍA DISTRIBUIDORA PRINCIPAL,SI,,,Metrobus Sur - Ramal Coronel Roca
"LINESTRING (-58.4647668413223 -34.6930505467753,-58.465522128817 -34.6937437870183)",27359,19057,"ROCA, CNEL. AV.",0,0,6301,6399,CAMINO AL PUENTE ALSINA O DE LA TABLADA,AVENIDA,103.46,,AV.CNEL. ROCA,CRECIENTE,1,VÍA DISTRIBUIDORA PRINCIPAL,SI,,,Metrobus Sur - Ramal Coronel Roca
"LINESTRING (-58.4653133210897 -34.693880344104,-58.4645315166251 -34.6931652010705)",27361,19057,"ROCA, CNEL. AV.",6302,6400,0,0,CAMINO AL PUENTE ALSINA O DE LA TABLADA,AVENIDA,106.89,,AV.CNEL. ROCA,DECRECIENTE,-1,VÍA DISTRIBUIDORA PRINCIPAL,SI,,,Metrobus Sur - Ramal Coronel Roca
"LINESTRING (-58.465522128817 -34.6937437870183,-58.4662758940812 -34.6944356844872)",27370,19057,"ROCA, CNEL. AV.",0,0,6401,6499,CAMINO AL PUENTE ALSINA O DE LA TABLADA,AVENIDA,103.25,,AV.CNEL. ROCA,CRECIENTE,1,VÍA DISTRIBUIDORA PRINCIPAL,SI,,,Metrobus Sur - Ramal Coronel Roca
"LINESTRING (-58.4660768063301 -34.6945786511768,-58.4653133210897 -34.693880344104)",27375,19057,"ROCA, CNEL. AV.",6402,6500,0,0,CAMINO AL PUENTE ALSINA O DE LA TABLADA,AVENIDA,104.38,,AV.CNEL. ROCA,DECRECIENTE,-1,VÍA DISTRIBUIDORA PRINCIPAL,SI,,,Metrobus Sur - Ramal Coronel Roca
"LINESTRING (-58.4662758940812 -34.6944356844872,-58.4664799415235 -34.6946230769737,-58.4670315477497 -34.6951278588445)",27382,19057,"ROCA, CNEL. AV.",0,0,6501,6599,CAMINO AL PUENTE ALSINA O DE LA TABLADA,AVENIDA,103.39,,AV.CNEL. ROCA,CRECIENTE,1,VÍA DISTRIBUIDORA PRINCIPAL,SI,,,Metrobus Sur - Ramal Coronel Roca
"LINESTRING (-58.4668210334665 -34.6952594888536,-58.4660768063301 -34.6945786511768)",27384,19057,"ROCA, CNEL. AV.",6502,6600,0,0,CAMINO AL PUENTE ALSINA O DE LA TABLADA,AVENIDA,101.76,,AV.CNEL. ROCA,DECRECIENTE,-1,VÍA DISTRIBUIDORA PRINCIPAL,SI,,,Metrobus Sur - Ramal Coronel Roca
"LINESTRING (-58.4670315477497 -34.6951278588445,-58.4677906248009 -34.6958224227146)",27391,19057,"ROCA, CNEL. AV.",0,0,6601,6699,CAMINO AL PUENTE ALSINA O DE LA TABLADA,AVENIDA,103.80,,AV.CNEL. ROCA,CRECIENTE,1,VÍA DISTRIBUIDORA PRINCIPAL,SI,,,Metrobus Sur - Ramal Coronel Roca
"LINESTRING (-58.4675889781371 -34.6959619411667,-58.4668210334665 -34.6952594888536)",27395,19057,"ROCA, CNEL. AV.",6602,6700,0,0,CAMINO AL PUENTE ALSINA O DE LA TABLADA,AVENIDA,104.99,,AV.CNEL. ROCA,DECRECIENTE,-1,VÍA DISTRIBUIDORA PRINCIPAL,SI,,,Metrobus Sur - Ramal Coronel Roca
"LINESTRING (-58.4677906248009 -34.6958224227146,-58.4685474121822 -34.6965149395873)",27399,19057,"ROCA, CNEL. AV.",0,0,6701,6799,CAMINO AL PUENTE ALSINA O DE LA TABLADA,AVENIDA,103.49,,AV.CNEL. ROCA,CRECIENTE,1,VÍA DISTRIBUIDORA PRINCIPAL,SI,,,Metrobus Sur - Ramal Coronel Roca
"LINESTRING (-58.468337834774 -34.6966472763828,-58.4675889781371 -34.6959619411667)",27403,19057,"ROCA, CNEL. AV.",6702,6800,0,0,CAMINO AL PUENTE ALSINA O DE LA TABLADA,AVENIDA,102.41,,AV.CNEL. ROCA,DECRECIENTE,-1,VÍA DISTRIBUIDORA PRINCIPAL,SI,,,Metrobus Sur - Ramal Coronel Roca
"LINESTRING (-58.4685474121822 -34.6965149395873,-58.4692974755338 -34.6972013251475)",27404,19057,"ROCA, CNEL. AV.",0,0,6801,6899,CAMINO AL PUENTE ALSINA O DE LA TABLADA,AVENIDA,102.57,,AV.CNEL. ROCA,CRECIENTE,1,VÍA DISTRIBUIDORA PRINCIPAL,SI,,,Metrobus Sur - Ramal Coronel Roca
"LINESTRING (-58.4692974755338 -34.6972013251475,-58.4700154024767 -34.6978582706708)",27409,19057,"ROCA, CNEL. AV.",0,0,6901,6999,CAMINO AL PUENTE ALSINA O DE LA TABLADA,AVENIDA,98.17,,AV.CNEL. ROCA,CRECIENTE,1,VÍA DISTRIBUIDORA PRINCIPAL,SI,,,Metrobus Sur - Ramal Coronel Roca
"LINESTRING (-58.4234673778559 -34.6571790236109,-58.4236854179338 -34.6572966321777,-58.4237867310456 -34.6573428630695)",27439,19057,"RABANAL, FRANCISCO, INTENDENTE AV.",0,0,1801,1899,CAMINO AL PUENTE ALSINA O DE LA TABLADA-ROCA AV. T,AVENIDA,34.48,,AV.INTENDENTE FRANCISCO RABANAL,CRECIENTE,1,VÍA DISTRIBUIDORA COMPLEMENTARIA,SI,,,Metrobus Sur - Ramal Coronel Roca
