ID;OBJETO_OBRA;CANTIDAD_OBJETOS;MATERIAL;DENOMINACION_SIMBOLIZA;AUTORES;UBICACION;OBSERVACIONES;DIRECCION_NORMALIZADA;CALLE;ALTURA;BARRIO;COMUNA;CODIGA_POSTAL;CODIGO_POSTAL_ARGENTINO;LATITUD;LONGITUD
1059;BUSTO              ;1;BRONCE                    ;DR. M. CHIAPPORRI                      ;OLIVA NAVARRO, JUAN        ;HOSPITAL MUNICIPAL RAMOS MEJIA   ;HOSPITAL MUNICIPAL RAMOS MEJIA   ;URQUIZA, GRAL. 609                                                    ;URQUIZA, GRAL.                                 ;609;PALERMO;COMUNA 3;1221;C1221ADC;-34.617620510654355;-58.409400324618595
1060;BUSTO              ;1;BRONCE                    ;CLEMENTE ONELLI                        ;OLIVA NAVARRO, JUAN        ;JARDIN ZOOLOGICO                 ;JARDIN ZOOLOGICO                 ;SARMIENTO 2601                                                        ;SARMIENTO                                      ;2601;PALERMO;COMUNA 3;1045;C1045ABC;-34.60634336537214;-58.40364250639897
1061;ESTATUA            ;1;MARMOL                    ;LA FE                                  ;GUILLAUME, EUGENIO         ;PLAZA IRLANDA                    ;PLAZA IRLANDA                    ;ALVAREZ, DONATO, TTE. GRAL. 1001                                      ;ALVAREZ, DONATO, TTE. GRAL.                    ;1001;;COMUNA 6;1406;C1406BOI;-34.61484553232251;-58.45890559164561
1062;ESTATUA            ;1;MARMOL                    ;LA ESPERANZA                           ;GUILLAUME, EUGENIO         ;PLAZA IRLANDA                    ;PLAZA IRLANDA                    ;ALVAREZ, DONATO, TTE. GRAL. 1001                                      ;ALVAREZ, DONATO, TTE. GRAL.                    ;1001;PALERMO;COMUNA 6;1406;C1406BOI;-34.61484553232251;-58.45890559164561
1063;BUSTO              ;1;BRONCE                    ;DR. ISIDRO E. GIL.                     ;OLIVA NAVARRO, JUAN        ;HOSPITAL MUNICIPAL ALVEAR        ;HOSPITAL MUNICIPAL ALVEAR        ;WARNES AV. 2630                                                       ;WARNES AV.                                     ;2630;MONSERRAT;COMUNA 15;1427;C1427DPS;-34.597121314340825;-58.47588875807253
1064;MONUMENTO          ;1;BRONCE Y MARMOL           ;DN. PEDRO DE MENDOZA                   ;OLIVA NAVARRO, JUAN        ;PARQUE LEZAMA                    ;PARQUE LEZAMA                    ;PASEO COLON AV. 1503                                                  ;PASEO COLON AV.                                ;1503;;COMUNA 4;1063;C1063ADC;-34.62520921867097;-58.36797836195892
1065;ESTATUA            ;1;MARMOL                    ;LA CARIDAD                             ;GUILLAUME, EUGENIO         ;PLAZA IRLANDA                    ;PLAZA IRLANDA                    ;ALVAREZ, DONATO, TTE. GRAL. 1001                                      ;ALVAREZ, DONATO, TTE. GRAL.                    ;1001;PALERMO;COMUNA 6;1406;C1406BOI;-34.61484553232251;-58.45890559164561
1066;FIGURA Y COLUMNA   ;1;FIBROCEMENTO              ;HJE. A BOTICA DEL ANGEL                ;ORELLANA, ARNALDO J.       ;CANTERO CENTRAL PROVINCIA DE CHUB;CANTERO CENTRAL PROVINCIA DE CHUB;                                                                      ;                                               ;;SAN TELMO;;;;;
1067;ESTATUA            ;1;PIEDRA RECONSTITUIDA      ;SUPLICA                                ;ORIANA, ANTONIO            ;AV. BOEDO 944                    ;AV. BOEDO 944                    ;BOEDO AV. 944                                                         ;BOEDO AV.                                      ;944;MONSERRAT;COMUNA 5;1218;C1218AAS;-34.624788442619305;-58.41605639359383
1068;ESTATUA            ;1;HORMIGON PATINADO         ;BENITO QUINQUELA MARTIN                ;ORIANA, ANTONIO            ;PASEO DIPUTADO NACIONAL CARLOS BE;PASEO DIPUTADO NACIONAL CARLOS BE;                                                                      ;                                               ;;CABALLITO;;;;;
1069;BASE               ;1;MAMPOSTERIA               ;SUSTENTACION OBRA 2235                 ;M.O.A.                     ;PLAZA IRLANDA                    ;PLAZA IRLANDA                    ;ALVAREZ, DONATO, TTE. GRAL. 1001                                      ;ALVAREZ, DONATO, TTE. GRAL.                    ;1001;BALVANERA;COMUNA 6;1406;C1406BOI;-34.61484553232251;-58.45890559164561
1070;MONUMENTO          ;1;BRONCE Y HORMIGON         ;HJE. AL BANDONEON                      ;PACENZA, LUCIA             ;PASEO DEL TANGO                  ;PASEO DEL TANGO                  ;                                                                      ;                                               ;;BALVANERA;;;;;
1071;MONUMENTO Y FUENTE ;1;HORMIGON ARMADO           ;HJE.IV*CENTENARIO FUNDACION BS.AS.     ;PACENZA, LUCIA             ;PZTA. ADAN QUIROGA               ;PZTA. ADAN QUIROGA               ;UDAONDO, GUILLERMO AV. 1462                                           ;UDAONDO, GUILLERMO AV.                         ;1462;CABALLITO;COMUNA 13;1428;C1428BJS;-34.548928801638105;-58.45400661424156
1072;BUSTO              ;1;FIBROCEMENTO              ;EVA PERON                              ;PAEZ TORRES, DOMINGO       ;AV MARTIN GARCIA Y PILCOMAYO     ;AV MARTIN GARCIA Y PILCOMAYO     ;                                                                      ;                                               ;;CABALLITO;;;;;
1073;BUSTO              ;1;CEMENTO PATINADO          ;EVA PERON                              ;PAEZ TORRES, DOMINGO       ;AV MARTIN GARCIA Y PILCOMAYO     ;AV MARTIN GARCIA Y PILCOMAYO     ;                                                                      ;                                               ;;PATERNAL;;;;;
1074;BUSTO              ;1;CEMENTO PATINADO          ;EVA PERON                              ;PAEZ TORRES, DOMINGO       ;AV. DÌAZ VÈLEZ 5044        ;AV. DÌAZ VÈLEZ 5044        ;DIAZ VELEZ AV. 5044                                                   ;DIAZ VELEZ AV.                                 ;5044;BOCA;COMUNA 6;1405;C1405DCS;-34.608871538034805;-58.437888375930584
1075;GRUPO ESCULTORICO  ;1;FIBROCEMENTO              ;LA MADRE                               ;PAEZ TORRES, DOMINGO       ;AV ASAMBLEA 1415                 ;AV ASAMBLEA 1415                 ;ASAMBLEA AV. 1415                                                     ;ASAMBLEA AV.                                   ;1415;CABALLITO;COMUNA 7;1406;C1406HVE;-34.63636013663657;-58.444334694272904
1076;ESTATUA            ;1;CEMENTO PATINADO          ;LA SOBERANIA                           ;PAEZ TORRES, DOMINGO       ;JARDIN BOTANICO                  ;JARDIN BOTANICO                  ;SANTA FE AV. 3951                                                     ;SANTA FE AV.                                   ;3951;;COMUNA 14;1425;C1425BHB;-34.58373108070923;-58.41788399273957
1077;ESTATUA            ;1;CEMENTO PATINADO          ;LA SORPRENDIDA                         ;PAEZ TORRES, DOMINGO       ;JARDIN BOTANICO                  ;JARDIN BOTANICO                  ;SANTA FE AV. 3951                                                     ;SANTA FE AV.                                   ;3951;BOEDO;COMUNA 14;1425;C1425BHB;-34.58373108070923;-58.41788399273957
1078;BUSTO              ;1;BRONCE                    ;PERITO FRANCISCO P. MORENO             ;PAEZ TORRES, DOMINGO       ;JARDIN BOTANICO                  ;JARDIN BOTANICO                  ;SANTA FE AV. 3951                                                     ;SANTA FE AV.                                   ;3951;;COMUNA 14;1425;C1425BHB;-34.58373108070923;-58.41788399273957
1079;BUSTO              ;1;CEMENTO PATINADO          ;CRISTOBAL M.HICKEN                     ;PAEZ TORRES, DOMINGO       ;JARDIN BOTANICO                  ;JARDIN BOTANICO                  ;SANTA FE AV. 3951                                                     ;SANTA FE AV.                                   ;3951;CABALLITO;COMUNA 14;1425;C1425BHB;-34.58373108070923;-58.41788399273957
1080;BUSTO              ;1;CEMENTO PATINADO          ;EVA PERON                              ;PAEZ TORRES, DOMINGO       ;JARDIN ZOOLOGICO                 ;JARDIN ZOOLOGICO                 ;SARMIENTO 2601                                                        ;SARMIENTO                                      ;2601;;COMUNA 3;1045;C1045ABC;-34.60634336537214;-58.40364250639897
1081;BUSTO              ;1;BRONCE                    ;ENRIQUE SANTOS DISCEPOLO               ;PAEZ TORRES, DOMINGO       ;COBO-BUTTELER-ZELARRAYAN         ;COBO-BUTTELER-ZELARRAYAN         ;                                                                      ;                                               ;;BELGRANO;;;;;
1082;MEDALLON           ;1;CEMENTO PATINADO          ;HJE. AL PADRE GASPAR CA?ADA         ;PAEZ TORRES, DOMINGO       ;AV DEL CAMPO- EL CANO- PAZ SOLDAN;AV DEL CAMPO- EL CANO- PAZ SOLDAN;                                                                      ;                                               ;;;;;;;
1083;RELIEVE            ;1;CEMENTO PATINADO          ;AL PADRE DE FAMILIA                    ;PAEZ TORRES, DOMINGO       ;BRANSEN-MONTES DE OCA-PINZON     ;BRANSEN-MONTES DE OCA-PINZON     ;                                                                      ;                                               ;;;;;;;
1084;BUSTO              ;1;CEMENTO PATINADO          ;EVA PERON                              ;PAEZ TORRES, DOMINGO       ;AV MARTIN GARCIA Y PILCOMAYO     ;AV MARTIN GARCIA Y PILCOMAYO     ;                                                                      ;                                               ;;CABALLITO;;;;;
1085;BUSTO              ;1;CEMENTO PATINADO          ;EVA PERON                              ;PAEZ TORRES, DOMINGO       ;AGUSTÌN R. CAFFARENA 1        ;AGUSTÌN R. CAFFARENA 1        ;CAFFARENA, AGUSTIN R. 1                                               ;CAFFARENA, AGUSTIN R.                          ;1;PARQUE CHACABUCO;COMUNA 4;1157;C1157ADA;-34.628688743036314;-58.35609978740654
1086;MONUMENTO          ;1;BRONCE                    ;CARLOS GARDEL                          ;PAGES, MARIANO             ;PASAJE CARLOS GARDEL Y M. DE ANCH;PASAJE CARLOS GARDEL Y M. DE ANCH;                                                                      ;                                               ;;PALERMO;;;;;
1087;BUSTO              ;1;BRONCE                    ;BRIG. GENERAL ESTANISLAO LOPEZ         ;PAINO, EUGENIO             ;PZTA.PROVINCIA DE SANTA FE       ;PZTA.PROVINCIA DE SANTA FE       ;                                                                      ;                                               ;;PALERMO;;;;;
1088;BUSTO              ;1;MARMOL                    ;EDUARDO H. BERGALLI                    ;PALADINO, ORLANDO          ;PALACIO MUNICIPAL                ;PALACIO MUNICIPAL                ;BOLIVAR 1                                                             ;BOLIVAR                                        ;1;PALERMO;COMUNA 1;1066;C1066AAA;-34.60820167772438;-58.373573345960764
1089;BUSTO              ;1;BRONCE                    ;DR. LUIS PASTEUR                       ;PAMMARONE, A               ;DIRECCION TECNICA DE HIGIENE     ;DIRECCION TECNICA DE HIGIENE     ;                                                                      ;                                               ;;PALERMO;;;;;
1090;GRUPO ESCULTORICO  ;1;BRONCE                    ;SUSURROS EN EL PARQUE                  ;PASSANI, JUAN              ;CANTEROS CENTRALES TTE.GRAL.VAREL;CANTEROS CENTRALES TTE.GRAL.VAREL;                                                                      ;                                               ;;BALVANERA;;;;;
1091;SURTIDOR Y FUENTE  ;1;BRONCE Y MAMPOSTERIA      ;MONO CON VIBORA                        ;PASSANI, JUAN              ;JARDIN ZOOLOGICO                 ;JARDIN ZOOLOGICO                 ;SARMIENTO 2601                                                        ;SARMIENTO                                      ;2601;;COMUNA 3;1045;C1045ABC;-34.60634336537214;-58.40364250639897
1092;BUSTO              ;1;BRONCE                    ;GRL. JOSE DE SAN MARTIN                ;PATRIZI, JUAN              ;PARQUE DEL CENTENARIO            ;PARQUE DEL CENTENARIO            ;                                                                      ;                                               ;;;;;;;
1093;BUSTO              ;1;BRONCE                    ;DR. G . DURAND                         ;PATRIZI, JUAN              ;HOSPITAL MUNICIPAL DURAND        ;HOSPITAL MUNICIPAL DURAND        ;DIAZ VELEZ AV. 5044                                                   ;DIAZ VELEZ AV.                                 ;5044;;COMUNA 6;1405;C1405DCS;-34.608871538034805;-58.437888375930584
1094;BUSTO              ;1;BRONCE                    ;DR. PEDRO BOLO                         ;PATRIZI, JUAN              ;HOSPITAL MUNICIPAL DURAND        ;HOSPITAL MUNICIPAL DURAND        ;DIAZ VELEZ AV. 5044                                                   ;DIAZ VELEZ AV.                                 ;5044;;COMUNA 6;1405;C1405DCS;-34.608871538034805;-58.437888375930584
1095;MONUMENTO          ;1;MAMPOSTERIA Y BRONCE      ;HOMENAJE A LA CORDIALIDAD ARGENTINO - U;PENA, ARQ. ANTONIO         ;PARQUE LEZAMA                    ;PARQUE LEZAMA                    ;PASEO COLON AV. 1503                                                  ;PASEO COLON AV.                                ;1503;BOCA;COMUNA 4;1063;C1063ADC;-34.62520921867097;-58.36797836195892
1096;MURAL              ;1;VENECITA                  ;LA ALEGORIA                            ;PE?A, BALLESTER Y ARRANZ;AV. CORRIENTES 1530              ;AV. CORRIENTES 1530              ;CORRIENTES AV. 1530                                                   ;CORRIENTES AV.                                 ;1530;;COMUNA 1;1042;C1042AAO;-34.604238054156944;-58.38864181184383
1097;BUSTO              ;1;BRONCE                    ;FLORENTINO AMEGHINO                    ;PEREKREST, ANTONIO         ;JARDIN ZOOLOGICO                 ;JARDIN ZOOLOGICO                 ;SARMIENTO 2601                                                        ;SARMIENTO                                      ;2601;;COMUNA 3;1045;C1045ABC;-34.60634336537214;-58.40364250639897
1098;JARRON             ;1;CEMENTO PATINADO          ;MOTIVO DECORATIVO                      ;M.O.A.                     ;PLAZA IRLANDA                    ;PLAZA IRLANDA                    ;ALVAREZ, DONATO, TTE. GRAL. 1001                                      ;ALVAREZ, DONATO, TTE. GRAL.                    ;1001;MONSERRAT;COMUNA 6;1406;C1406BOI;-34.61484553232251;-58.45890559164561
1099;MASTIL             ;1;GRANITO                   ;HJE. A LA BANDERA                      ;PERLOTI, LUIS              ;PLAZA IRLANDA                    ;PLAZA IRLANDA                    ;ALVAREZ, DONATO, TTE. GRAL. 1001                                      ;ALVAREZ, DONATO, TTE. GRAL.                    ;1001;;COMUNA 6;1406;C1406BOI;-34.61484553232251;-58.45890559164561
1100;GRUPO ESCULTORICO  ;1;PIEDRA                    ;LA MADRE                               ;PERLOTI, LUIS              ;PARQUE RIVADAVIA                 ;PARQUE RIVADAVIA                 ;RIVADAVIA AV. 4800                                                    ;RIVADAVIA AV.                                  ;4800;;COMUNA 6;1424;C1424CEP;-34.61672965517955;-58.432717209488374
1101;RELIEVE Y FUENTE   ;1;PIEDRA                    ;EL IDILIO                              ;TOSTO, PABLO               ;PLAZA IRLANDA                    ;PLAZA IRLANDA                    ;ALVAREZ, DONATO, TTE. GRAL. 1001                                      ;ALVAREZ, DONATO, TTE. GRAL.                    ;1001;BALVANERA;COMUNA 6;1406;C1406BOI;-34.61484553232251;-58.45890559164561
1102;JARRON             ;1;HIERRO FUNDIDO            ;MOTIVO DECORATIVO                      ;                           ;PLAZA IRLANDA                    ;PLAZA IRLANDA                    ;ALVAREZ, DONATO, TTE. GRAL. 1001                                      ;ALVAREZ, DONATO, TTE. GRAL.                    ;1001;;COMUNA 6;1406;C1406BOI;-34.61484553232251;-58.45890559164561
1103;JARRON             ;1;CEMENTO PATINADO          ;MOTIVO DECORATIVO                      ;                           ;PLAZA IRLANDA                    ;PLAZA IRLANDA                    ;ALVAREZ, DONATO, TTE. GRAL. 1001                                      ;ALVAREZ, DONATO, TTE. GRAL.                    ;1001;CABALLITO;COMUNA 6;1406;C1406BOI;-34.61484553232251;-58.45890559164561
1104;ESTATUA            ;1;PIEDRA                    ;LA  TEJEDORA                           ;PERLOTI, LUIS              ;PARQUE  AVELLANEDA               ;PARQUE  AVELLANEDA               ;                                                                      ;                                               ;;CABALLITO;;;;;
1105;BUSTO              ;1;BRONCE                    ;ALTE. GUILLERMO BROWN                  ;PERLOTI, LUIS              ;BARRIO ALTE. GUILLERMO BROWN     ;BARRIO ALTE. GUILLERMO BROWN     ;                                                                      ;                                               ;;BOCA;;;;;
1106;BUSTO              ;1;BRONCE                    ;DR. COSME ARGERICH                     ;PERLOTI, LUIS              ;HOSPITAL MUNICIPAL ARGERICH      ;HOSPITAL MUNICIPAL ARGERICH      ;PI Y MARGALL 750                                                      ;PI Y MARGALL                                   ;750;SAN NICOLAS;COMUNA 4;1155;C1155AHD;-34.62778129614995;-58.36602671526944
